Seq,DateListed,年度,類別,項目別,總計,民意代表_主管及經理人員,專業人員,技術員及助理專業人員,事務支援人員,服務及銷售工作人員,農_林_漁_牧業生產人員,技藝有關工作人員,機械設備操作及組裝人員,基層技術工及勞力工,其他,樣本數_人,母體數_人
107,"20230401","106","縣市","宜蘭縣","100","0.362401067889906","13.1048393561737","4.8512262690452","5.8385629448461","23.9074836657266","12.2722370569342","11.6913819247353","14.0975860859178","12.7664113238981","1.10787030483317","900.673886989394","7721.3800230432"
108,"20230401","106","縣市","新竹縣","100","0.107252844980541","8.99270753484478","3.284967502733","4.81948274442345","16.5476982819601","2.50299993700719","15.1818420503639","23.8460037912688","23.8428308668532","0.874214445564985","890.831987697727","7649.54206019015"
109,"20230401","106","縣市","苗栗縣","100","0","7.83539345890526","2.09098729633625","3.84685272065449","23.3767494893127","15.8992458698503","7.49375062042398","12.6541857448852","23.7114899301985","3.09134486943327","690.288887358343","5925.3171010807"
110,"20230401","106","縣市","彰化縣","100","0","4.122894354994","5.24568034992082","5.06094562216235","22.6500814796888","4.80748314216934","22.3629680906892","18.8164496046984","14.0834932528506","2.85000410282634","364.820535505311","3128.43340422097"
111,"20230401","106","縣市","南投縣","100","0.114279291694833","7.75032113602922","5.23711421066877","4.45211440152325","16.2696917849822","28.188366475998","8.60840039804444","9.18139797253016","17.8653430436141","2.33297128491511","1548.08789916815","13274.10786704"
112,"20230401","106","縣市","雲林縣","100","0","10.5176205853173","3.59378112406481","6.91055677591704","24.2985034076162","0.857128620544136","11.7785008548191","27.2977647909913","14.7461438407301","0","134.59107444402","1153.93582042441"
113,"20230401","106","縣市","嘉義縣","99.9999999999999","1.17192772359342","8.31515440105635","2.49981824593353","5.69163136507783","19.7120107270227","20.7846699751987","4.53993804170456","8.17604222529869","27.711634524287","1.39717277082717","283.3824674001","2430.6873160963"
114,"20230401","106","縣市","屏東縣","100","0.23094012356047","10.5001524807884","4.72021928012182","4.92882360821065","19.10913639131","5.50755556219141","20.8732444964445","11.2754700384227","18.0022681809776","4.8521898379728","2920.58817982487","25061.1953880168"
115,"20230401","106","縣市","臺東縣","99.9999999999998","0","6.6282699237213","4.96098192772603","5.99049481798688","21.8192838708452","11.4100779996709","20.4742470697292","10.0298841384572","15.4133589177561","3.27340133410691","4133.60904946637","35461.1945930125"
116,"20230401","106","縣市","花蓮縣","100.000000000001","0.158515503510366","7.52632873776446","3.41695474985104","5.89593176998451","23.8444871843081","3.08629508470719","24.425319529771","13.0374258615034","15.7589334852829","2.84980809331818","4587.08738601324","39355.849155448"
117,"20230401","106","縣市","澎湖縣","100","0","4.1615189030905","4.57000956241597","4.55060421648187","37.698744593964","1.3665025480439","13.3392827980471","11.8017464266813","17.6681546321775","4.84343631909791","109.454889836078","939.517248190132"
118,"20230401","106","縣市","基隆市","99.9999999999999","0.20515137832569","5.24758742744384","2.84604410093953","3.09490484861249","28.009077825283","5.92754455171443","27.1450177298091","16.2964933761132","10.1048478632263","1.12333089853231","519.519852302618","4454.34194901637"
119,"20230401","106","縣市","新竹市","100","0","6.55407642411468","7.39340797012334","4.20998033974765","35.9560249024175","0","15.5099166753666","14.1319329140495","16.2446607741808","0","243.147662814632","2089.76091251097"
